Destination;Country;Front image;Location;Beach score;Nature score;Culture score;Shopping score;Nightlife score;Description url;Other images url;Description;Other images
Kerala;India;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/63/639a56bf-82c5-455c-acc1-19141cae7687/India_Kerala_Beach.jpg;10.487812:76.11328;8;0;60;52;11;https://vivere.travel/destinations/kerala;https://vivere.travel/destinations/kerala/photos;Known as the God’s Own Country, the state of Kerala in Southern India is a versatile tropical holiday destination with excellent beaches, cool mountain areas and lush rainforests. It hosts a canal and lagoon area known as the backwaters, as well as a myriad of historical and cultural sights and festivals, including shrines of many religions. Voted as one of the Ten Paradises on Earth by the National Geographic Traveler magazine, Kerala most likely has everything you hope for a great exotic holiday!;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/63/639a56bf-82c5-455c-acc1-19141cae7687/India_Kerala_Beach.jpg']
Tonga;;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/58/58e24462-20c6-437f-ae06-2d9c7143d905/Oceania_Tonga.jpg;-21.217701:-175.177;10;0;0;6;6;https://vivere.travel/destinations/tonga;https://vivere.travel/destinations/tonga/photos;The friendly South Pacific island Kingdom of Tonga offers visitors great diving and snorkeling sites, and plenty of activities from sailing and kayaking to trekking and whale watching. Tonga is the place for tranquil beach holidays with chances to see traditional Polynesian way of life. It is a small and peaceful Christian country with deserted beaches and untouched coral reefs that lives up to the name Friendly Islands given by the explorer James Cook.;[]
Gold Coast;Australia;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/5b/5b08e23f-9753-4071-bcb0-b38263fb4740/Oceania_Australia_Gold-Coast.jpg;-27.9701462:153.429565;31;0;0;63;25;https://vivere.travel/destinations/gold-coast;https://vivere.travel/destinations/gold-coast/photos;The spectacular long, golden beaches of the Gold Coast in Queensland, Australia, are great for surfing, diving, fishing and water sports. Apart from beach life, there is plenty to see and do in the theme parks, museums, and shopping malls of the Gold Coast. In the many popular bars and clubs of the Gold Coast you can party until the early morning hours. Hiking and other outdoor activities are very popular in the national parks of Gold Coast Hinterland, consisting of rainforests, valleys and waterfalls.;[]
Ngapali;Myanmar Burma;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/8f/8fdd9f9c-a59d-4ba4-9c5c-aa33092c45f7/Myanmar_Ngapali-Beach_Beach.jpg;18.45311:94.30384;100;0;0;0;0;https://vivere.travel/destinations/ngapali;https://vivere.travel/destinations/ngapali/photos;Picture perfect and pristine, Ngapali is a wonderful beach destination, with white sands, crystal clear waters and palm trees swaying in the wind. Here you will find a very relaxed and laid back atmosphere, perfect for resting and feeling one with nature, and a nice array of sophisticated accommodation to choose from. If you are looking for a lively nightlife, however, this might not be the right pick for you, as things in Ngapali tend to be quiet, especially at night.;[]
Tel Aviv;Israel;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/1c/1c140c78-fd34-45b3-aeb1-8da5a95b2ba7/Israel_Tel-Aviv_Beach-2.jpg;31.8868866:34.6948242;15;0;16;38;21;https://vivere.travel/destinations/tel-aviv;https://vivere.travel/destinations/tel-aviv/photos;Rich in history and architectural marvels, the first capital of modern Israel, Tel Aviv was founded in 1909 near the ancient port city of Jaffa, which is one of the oldest ports in the world inhabited since 7500 BC. A UNESCO World Heritage site famous for its modern architecture, the White City of Tel Aviv is home to many fascinating museums and magnificent old buildings, as well as lovely beaches by the Mediterranean Sea.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/1c/1c140c78-fd34-45b3-aeb1-8da5a95b2ba7/Israel_Tel-Aviv_Beach-2.jpg']
Bimini;Bahamas;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/50/50718182-6487-478a-9656-3f4b28d7cb2c/North-America_Bahamas_Bimini.jpg;25.76032:-79.26636;30;0;0;4;7;https://vivere.travel/destinations/bimini;https://vivere.travel/destinations/bimini/photos;Located just a stone’s throw from Miami, Florida, Bimini is a small tropical island group belonging to the Bahamas with excellent big game fishing, diving and snorkeling, as well as nice small beaches, beach bars and duty-free shops. Caribbean islands that were once the home of Ernest Hemingway, Bimini Islands host also interesting mystical landmarks both below and above the tropical Atlantic waters that are said to be part of the lost continent of Atlantis and the Fountain of Youth. There is no certainty of this, so maybe you should come out and see for yourself!;[]
Eilat;Israel;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/c6/c62c8098-dcab-4902-b6e4-37ce7c597bf2/Israel_Eilat_Coral-reef.jpg;29.5543442:34.91455;19;29;0;22;0;https://vivere.travel/destinations/eilat;https://vivere.travel/destinations/eilat/photos;The southernmost city of Israel and a port on the northernmost tip of the Red Sea, Eilat is a beautiful seaside resort surrounded by the scenic Negev Desert and the calm and transparent waters of the Red Sea. Eilat offers beautiful beaches and wonderful opportunities for diving, sunbathing and water sports activities, as well as lively nightlife, camel tours and birdwatching opportunities.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/c6/c62c8098-dcab-4902-b6e4-37ce7c597bf2/Israel_Eilat_Coral-reef.jpg']
Tasmania;Australia;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/d9/d9b20538-f74b-417d-a401-1c1c5a45e07d/Oceania_Australia_Tasmania.jpg;-42.94034:146.777344;7;0;0;22;3;https://vivere.travel/destinations/tasmania;https://vivere.travel/destinations/tasmania/photos;Tasmania is a special island in many ways. In the large World Heritage –listed protected areas, reserves and national parks of Tasmania you have great opportunities for admiring the unique Tasmanian flora and fauna. The fascinating and diverse Tasmanian nature with grassland, woodland, rainforests and moors is ideal for outdoor activities such as trekking in Tasmania. Many unique plant and animal species can be found in Tasmania, such as the famous Tasmanian Devil.;[]
Biarritz;France;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/1a/1ae3260f-8ea6-442b-a8dc-b6844a800db8/France_Biarritz_Beach-in-Biarritz.jpg;43.47684:-1.56555176;22;0;0;0;13;https://vivere.travel/destinations/biarritz;https://vivere.travel/destinations/biarritz/photos;Chic coastal resort on the Atlantic coast of France, Biarritz boasts both some of the best beaches in Europe and the highest number of golf courses in France. This small seaside town known for its historical casino and great surfing opportunities also offers excellent restaurants, lively nightlife, as well as spas and therapeutic centers. No wonder Biarritz has been a common choice for holiday destination for both French and British royalty.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/1a/1ae3260f-8ea6-442b-a8dc-b6844a800db8/France_Biarritz_Beach-in-Biarritz.jpg']
Acapulco;Mexico;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/b4/b44beee2-7d40-43a6-91a7-4d433c0e4beb/North-America_Mexico_Acapulco.jpg;16.80454:-99.93164;35;0;4;17;14;https://vivere.travel/destinations/acapulco;https://vivere.travel/destinations/acapulco/photos;The original Mexican beach resort city, Acapulco has been offering its recipe for relaxation - the sun, sand and sea - already since the 1930s. Lovely beaches and tropical climate accompanied by a wild nightlife, a myriad of water sports from deep sea fishing to water skiing, shopping opportunities and the famous cliff divers, Acapulco still lives up to its reputation as a true Mexican vacation paradise.;[]
Phuket;Thailand;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/40/40f6aa8c-3dd5-427a-8472-618c493b523d/Thailand_Phuket_Sea-and-Sunset.jpg;8.167994:98.3056641;34;0;0;11;8;https://vivere.travel/destinations/phuket;https://vivere.travel/destinations/phuket/photos;The island of Phuket is a well-developed tropical holiday paradise in Thailand with great beaches, wonderful dive sites, lively nightlife, bargain shopping, and plenty of activities available from snorkeling and elephant riding to golf and fishing. The colorful and cosmopolitan island of Phuket is also called “Pearl of the South” as it offers excellent beach holidays with entertainment suitable for every taste.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/40/40f6aa8c-3dd5-427a-8472-618c493b523d/Thailand_Phuket_Sea-and-Sunset.jpg']
Ko Lipe;Thailand;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/c9/c94d6779-9627-40d6-9e40-b5989d620631/Thailand_Ko-Lipe_Beach.jpg;6.486894:99.30307;0;0;0;0;0;https://vivere.travel/destinations/ko-lipe;https://vivere.travel/destinations/ko-lipe/photos;If you are dreaming of a wonderful beach destination with white powdery sand and palm trees swaying in the breeze, Ko Lipe is the place for you. This stunning island is covered by a lush jungle, which will make nature lovers very happy, and is also home to a good number of wonderful dive and snorkeling sites. Thanks to its low key, welcoming atmosphere this island is ideal for every type of traveler, and especially for those who want to rest, relax and enjoy long days at the beach and pleasant nights chilling out at a beach bar.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/c9/c94d6779-9627-40d6-9e40-b5989d620631/Thailand_Ko-Lipe_Beach.jpg']
Dar es Salaam;Tanzania;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/c6/c665ddcb-8dbb-4dad-8777-82e2903951cc/Africa_Tanzania_Dar-es-Salaam.jpg;-6.926427:39.28711;9;0;0;51;7;https://vivere.travel/destinations/dar-es-salaam;https://vivere.travel/destinations/dar-es-salaam/photos;A former fishing village turned into the biggest city in Tanzania, Dar es Salaam is a growing African city and the arrival place for many visitors who head into the more traditional Tanzanian tourist destinations such as Serengeti, Kilimanjaro or Zanzibar. However, before you go, it might be a good idea to spend some time exploring also Dar es Salaam with its lively markets, tropical beaches and historical buildings.;[]
Lombok;Indonesia;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/0e/0e85c33d-6551-4b38-ba06-eaa4e6c0a907/Indonesia_Lombok_beach-and-sea.jpg;-8.646195:116.191406;15;0;8;15;3;https://vivere.travel/destinations/lombok;https://vivere.travel/destinations/lombok/photos;Neighboring island to Bali, Lombok is a tropical Indonesian island with beautiful beaches, some of the world’s best surfing sites, great opportunities for diving and snorkeling, interesting Muslim culture, and a mountainous interior good for hiking. As the island is quieter than Bali, Lombok has become a popular place also for honeymooners.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/0e/0e85c33d-6551-4b38-ba06-eaa4e6c0a907/Indonesia_Lombok_beach-and-sea.jpg']
Zakynthos;Greece;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/ac/ac1dd9fa-a935-4550-947f-1b62069cc5fd/Greece_Zakynthos_Shipwreck_Beach.jpg;37.7794:20.88501;33;0;0;6;13;https://vivere.travel/destinations/zakynthos;https://vivere.travel/destinations/zakynthos/photos;"One of the most beautiful islands in Greece, Zakynthos offers secluded beaches ideal for sunbathing or swimming, and the azure blue waters of the Ionian Sea are exceptionally rich in marine life. The island has variable terrain with steep cliffs, towering mountains, and fertile plains just waiting to be discovered by trekking or horseback riding. In the lovely towns and villages of Zakynthos you can find many cozy caf&#233;s and traditional Greek taverns.";['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/2f/2f005a95-31be-4b0b-af22-231658f01edb/Greece_Zakynthos_Navagio-Beach_Shipwreck-Beach_05.jpg', 'https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/72/729b67d5-5f7b-4492-9362-fffd15687dda/Greece_Zakynthos_Navagio-Beach_Shipwreck-Beach_03.jpg', 'https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/ac/ac1dd9fa-a935-4550-947f-1b62069cc5fd/Greece_Zakynthos_Shipwreck_Beach.jpg', 'https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/09/09f79d78-5310-4a6f-8977-255aac1bc358/Greece_Zakynthos_Navagio-Beach_Shipwreck-Beach_02.jpg', 'https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/96/96e1761d-637e-478f-88a3-9380f01e5704/Greece_Zakynthos_Navagio-Beach_Shipwreck-Beach_01.jpg', 'https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/f2/f2d10e67-b883-415c-8a46-6e143ce9cf4f/Greece_Zakynthos_Navagio-Beach_Shipwreck-Beach_04.jpg']
Phu Quoc Island;Vietnam;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/66/6686b729-4d80-48ef-8fa5-ce0e30afd590/Vietnam_Phu-Quoc-Island_Beach-and-Kayak.jpg;10.2842913:103.991371;43;14;0;0;0;https://vivere.travel/destinations/phu-quoc-island;https://vivere.travel/destinations/phu-quoc-island/photos;With its white sand beaches, lush jungle and wild nature, it’s no wonder that Phu Quoc Island is one of Vietnam’s best loved seaside destinations. If you are looking for a fun vacation by the sea, this is the place for you: the atmosphere on the island is carefree and relaxed, and there are plenty of occasions to have fun in the surf: here you can go diving to admire the reefs, rent a kayak to explore the island’s numerous coves or just relax in the sun – Vietnam style.;['https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/66/6686b729-4d80-48ef-8fa5-ce0e30afd590/Vietnam_Phu-Quoc-Island_Beach-and-Kayak.jpg']
Saint Thomas;United States of America: US Virgin Islands;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/5f/5f486d0c-e500-4b82-b46e-2851f8511510/North-America_USA_US-Virgin-Islands_Saint-Thomas.jpg;18.3178768:-64.87808;23;0;0;0;0;https://vivere.travel/destinations/saint-thomas;https://vivere.travel/destinations/saint-thomas/photos;"St. Thomas is the main island of the US Virgin Islands, and it offers great tax-free shopping and beautiful beaches, where visitors can go snorkeling, kayaking, horseback riding, sports fishing, sailing, windsurfing as well as surfing, playing golf and tennis. St Thomas is also home to Charlotte Amalie, the capital of U.S. Virgin Islands and a popular cruise ship port. The crescent-shaped Magen&#39;s Bay just across Charlotte Amalie is a popular beach destination. Sapphire and Coki Beaches are also lovely places to visit on St. Thomas. The island also hosts an ocean Park called Coral World, a Dutch fort built in the 1600s, and the historical Danish-built 99 steps in Charlotte Amalie.";[]
Mauritius North Coast (Grand Baie);Mauritius;https://my15.digitalexperience.ibm.com/10441006-829e-4f31-ac9b-b3552aa09727/dxdam/d6/d6bdc9f2-98b0-4c06-8b4a-17a12a567a62/Africa_Mauritius_North-Mauritius.jpg;-19.98258:57.6109428;0;0;0;0;0;https://vivere.travel/destinations/mauritius-north-coast-grand-baie;https://vivere.travel/destinations/mauritius-north-coast-grand-baie/photos;"The north coast of Mauritius may not be the most secluded, but it definitely has a lot to offer if you are looking for a fun place for your vacation. This is the area where you will find the most hotels, resorts and activities, as well as many beautiful beaches with white sand and crystal clear waters. To enjoy the beauty of the Indian Ocean, a catamaran day trip is a wonderful idea, as it takes you to swim and snorkel in amazing spots away from the crowds; learning to scuba dive, too, can be a great option. At night visitors enjoy a lively dining scene, with all sorts of different restaurants and cuisines available in Grand Baie for those who want to try the freshest local seafood.";[]
